0,10147399
0,07136120
0,07103039
0,07334181
0,07024395
0,06560942
0,06874901
0,06530341
0,06391572
0,06220680
0,05875783
0,05795655
0,05733914
0,05441055
0,05371869
0,05078223
0,05139678
0,04964319
0,04844427
0,04680076
0,04722483
0,04450029
0,04288047
0,04131054
0,04193469
0,04029070
0,03986879
0,03828112
0,03904181
0,03650260
0,03638527
0,03684881
0,03467195
0,03300941
0,03199701
0,03022081
0,03152252
0,03098350
0,03042876
0,02901553
0,02904017
0,02840749
0,02788075
0,02443725
0,02658437
0,02632799
0,02702602
0,02464286
0,02502544
0,02400809
0,02245491
0,02348383
0,02088753
0,02215050
0,02243065
0,02035310
0,01885074
0,02067883
0,01972189
0,01951443
0,01994515
0,01920446
0,01764318
0,01773496
0,01820549
0,01600066
0,01635222
0,02003767
0,01626322
0,01563068
0,01564459
0,01567618
0,01517309
0,01518784
0,01357027
0,01387900
0,01432904
0,01389942
0,01358987
0,01041343
0,01309546
0,01378003
0,01286035
0,01214870
0,01082206
0,00983525
0,01167952
0,01030502
0,00774305
0,00839693
0,01077485
0,00846129
0,01035323
0,00945007
0,00997445
0,00905666
0,00897652
0,00905941
0,00929537
0,00866597
0,00851557
0,00962236
0,00849321
0,00754805
0,00791395
0,00866668
0,00814566
0,00915550
0,00839690
0,00777130
0,00677774
0,00707223
0,00635805
0,00699037
0,00633153
0,00686155
0,00645516
0,00626512
0,00647943
0,00524614
0,00349454
0,00292138
0,00591015
0,00626757
0,00666593
0,00541634
0,00543635
0,00551049
0,00460523
0,00445414
0,00505964
0,00494572
0,00126275
0,00396870
0,00411896
0,00394825
0,00441039
0,00238332
0,00402697
0,00405279
0,00378889
0,00363177
0,00397898
0,00402915
0,00415376
0,00160045
0,00319515
0,00381114
0,00356866
0,00172685
0,00463820
0,00248763
0,00416840
0,00370825
0,00331038
0,00270221
0,00287542
0,00275429
0,00182686
0,00201554
0,00258058
0,00305875
0,00256261
0,00237386
0,00300832
0,00231480
0,00167767
0,00351952
0,00284893
0,00171600
0,00234165
